method,scenario,horizon,minimum,median,p90,p95,p99,p99_5,p99_9,maximum,above_2,above_5,above_10,below_0_5
raw,ssp5-8.5,2085,0.04918032786885246,1.04845738827047,1.2505650064254943,1.3055967227930472,1.6270642603574408,2.1634493790239158,12.646651428028775,569.8039180401854,69,21,16,2
raw,ssp5-8.5,2090,0.045454545454545456,1.0512386396786484,1.2816756286160347,1.3500974931357383,1.7398298924350566,2.393496383735795,16.673924805551188,917.8538090088882,81,26,17,2
raw,ssp5-8.5,2095,0.04225352112676056,1.0536752785613956,1.3148434351354903,1.39658940078164,1.8577843422082376,2.590512113598809,18.64128051306953,1259.7323288821856,87,29,19,2
raw,ssp5-8.5,2100,0.03947368421052631,1.0561618392256111,1.347148533789714,1.446725595724955,1.977041900806114,2.7173472054841996,19.948910317521737,1556.7451149210062,108,32,19,2
hard_cap_5,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
hard_cap_5,ssp2-4.5,2030,0.8333333333333336,1.0000163314057584,1.0086800276258872,1.0113994728942768,1.0205175028144966,1.0372916371841814,1.081615745668106,5.0,1,0,0,0
hard_cap_5,ssp2-4.5,2035,0.7121212121212123,1.000073343067229,1.017360055251774,1.0227512302826098,1.0410175868232314,1.0782471703951932,1.1737925309292563,5.0,1,0,0,0
hard_cap_5,ssp2-4.5,2040,0.6145833333333335,1.0001682939971168,1.0261036726954502,1.0342655269157417,1.0621353574531844,1.1237705368889208,1.3037599742460055,5.0,2,0,0,0
hard_cap_5,ssp2-4.5,2045,0.523809523809524,1.0002802760750864,1.0348402147413593,1.0458687672647469,1.088175872566135,1.1616769439421015,1.385167973811277,5.0,5,0,0,0
hard_cap_5,ssp2-4.5,2050,0.43589743589743607,1.0004299176450666,1.0435502684266997,1.057579104127785,1.1109205486043665,1.200799338253728,1.5161965713385266,5.0,7,0,0,1
hard_cap_5,ssp2-4.5,2055,0.36559139784946243,1.0019551864795178,1.0516621097606371,1.0676517472892508,1.137523921549184,1.2375176018331946,1.6515751231382385,5.0,9,0,0,1
hard_cap_5,ssp2-4.5,2060,0.31481481481481494,1.0039627586284046,1.059172987988548,1.0763839500967831,1.1691992215117657,1.2771604384250632,1.8378793317147706,5.0,11,0,0,1
hard_cap_5,ssp2-4.5,2065,0.27642276422764234,1.0058053501526776,1.0663580138238307,1.0844948469284765,1.2278304381773666,1.3845473841106473,2.055017010564577,5.0,14,0,0,1
hard_cap_5,ssp2-4.5,2070,0.24637681159420294,1.0074348565936013,1.0735543006561357,1.0936768972904354,1.3048023923694,1.5349521738101675,2.7672268526156114,5.0,28,0,0,1
hard_cap_5,ssp2-4.5,2075,0.22222222222222224,1.008463697732128,1.081708135701343,1.1034232698222466,1.3594550872710498,1.7678363437710718,4.169511681779072,5.0,47,0,0,1
hard_cap_5,ssp2-4.5,2080,0.20238095238095247,1.0092364175951796,1.0897801507733007,1.1138946953044144,1.4656488154716252,2.080914227107858,5.0,5.0,62,0,0,1
hard_cap_5,ssp2-4.5,2085,0.2,1.0096564152180663,1.0987279828407497,1.1256382062555665,1.5638476534040933,2.2459415675138463,5.0,5.0,70,0,0,1
hard_cap_5,ssp2-4.5,2090,0.2,1.0099974887321337,1.107283467805087,1.1389939452354345,1.6547232870107214,2.581290169593892,5.0,5.0,81,0,0,1
